batch,page_url,page_id,page_slug,page_title,tier,media_id,image_file,image_src,rendered_alt,alt_state,classification,fix_surface,media_library_alt,media_library_title,proposed_alt,needs_ncr,confidence,notes
batch-4,https://kriskrug.co/2025/03/02/vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap/,8418,vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap,Vancouver AI: The Community Building BC’s AI Future – February Meetup Recap,3-recent-post,8466,image-33.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-33.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/02/vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap/,8418,vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap,Vancouver AI: The Community Building BC’s AI Future – February Meetup Recap,3-recent-post,8467,image-34.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-34.png?resize=338%2C522&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/02/vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap/,8418,vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap,Vancouver AI: The Community Building BC’s AI Future – February Meetup Recap,3-recent-post,8468,image-35.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-35.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8510,image-36.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-36.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8512,image-38.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-38.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8513,image-39.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-39.png?resize=1024%2C641&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8515,Hackathon-Data-Storytelling.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/Hackathon-Data-Storytelling.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Hackathon Data Storytelling,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8518,image-40.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-40.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8519,rival-datavancouverAI.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/rival-datavancouverAI.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,rival-datavancouverAI,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8545,image-41.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-41.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8546,image-42.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-42.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8547,image-43.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-43.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8548,image-44.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-44.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8549,image-45.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-45.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,Second Brain AI,Second Brain AI,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8550,image-46.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-46.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8551,image-47.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-47.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8552,image-48.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-48.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8553,image-49.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-49.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8554,image-50.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-50.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8560,image-51.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-51.png?resize=1024%2C512&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8561,image-52.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-52.png?resize=1024%2C574&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8562,image-53.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-53.png?resize=640%2C360&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8666,d4e3b14-a41e-582c-83ac-f4fdba78d802_AI_Upgrade_for_Creative_Professionals_14_-1.webp,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/d4e3b14-a41e-582c-83ac-f4fdba78d802_AI_Upgrade_for_Creative_Professionals_14_-1.webp?resize=1024%2C576&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,d4e3b14-a41e-582c-83ac-f4fdba78d802_AI_Upgrade_for_Creative_Professionals_14_ (1),,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8667,2-2.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/2-2.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,2,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8668,image-54.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/image-54.png?resize=600%2C600&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8670,5.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/5.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,5,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8672,10.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/10.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,10,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8673,Screenshot-2025-03-20-at-13.09.34.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/Screenshot-2025-03-20-at-13.09.34.png?resize=1024%2C613&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Screenshot 2025-03-20 at 13.09.34,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8675,Hackathon-Data-Storytelling-YouTube-Thumbnail.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/03/Hackathon-Data-Storytelling-YouTube-Thumbnail.png?resize=1024%2C576&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,"Featured image for ""“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid""",Hackathon Data Storytelling (YouTube Thumbnail),,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8803,image.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8804,image-1.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-1.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8805,image-2.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-2.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8806,image-3.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-3.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8808,image-5.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-5.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8809,image-6.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-6.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8810,image-7.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-7.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8812,163fadb7-6df9-4a8e-a779-a2ff5e33af4b.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/163fadb7-6df9-4a8e-a779-a2ff5e33af4b.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,163fadb7-6df9-4a8e-a779-a2ff5e33af4b,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,9001,image-53.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-53.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8860,IMG_1168.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/IMG_1168.png?resize=591%2C886&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,IMG_1168,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8875,ChatGPT-Image-Mar-27-2025-10_51_57-PM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Mar-27-2025-10_51_57-PM.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,"ChatGPT Image Mar 27, 2025, 10_51_57 PM",,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8876,ChatGPT-Image-Mar-27-2025-10_48_10-PM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Mar-27-2025-10_48_10-PM.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,"ChatGPT Image Mar 27, 2025, 10_48_10 PM",,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8878,ChatGPT-Image-Mar-27-2025-10_47_51-PM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Mar-27-2025-10_47_51-PM.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,"ChatGPT Image Mar 27, 2025, 10_47_51 PM",,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8879,ChatGPT-Image-Mar-27-2025-08_59_07-PM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Mar-27-2025-08_59_07-PM.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,"ChatGPT Image Mar 27, 2025, 08_59_07 PM",,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8881,image-22.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-22.png?resize=1024%2C751&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8883,image-24.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-24.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8884,image-25.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-25.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8886,image-27.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-27.png?resize=1024%2C768&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8887,image-28.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-28.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8888,image-29.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-29.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8889,image-30.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-30.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8890,image-31.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-31.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8891,image-32.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-32.png?resize=1024%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-4,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8892,image-33.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-33.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
